ID_ES_Unique,corr,v_r,se_r,fisher_z,v_z,se_z,ess,power
1096,0.08,0.000391,0.019774,0.080171,0.000397,0.019925,2525,0.980630228
1097,0.34,0.000442,0.021024,0.354093,0.000565,0.02377,1772,1
1098,0.08,0.000557,0.023601,0.080171,0.000565,0.02377,1772,0.921153488
1099,0.25,0.001547,0.039332,0.255413,0.001767,0.042036,569,0.999981179
1100,0.21,0.001609,0.040112,0.213171,0.001767,0.042036,569,0.999082455
1101,0.11,0.005333,0.073027,0.110447,0.005525,0.07433,184,0.319188113
1102,-0.03,0.005455,0.073858,-0.030009,0.005525,0.07433,184,0.068870765
1103,0.051,0.003327,0.05768,0.051044,0.003367,0.058026,300,0.142478289
1104,0.07,0.003312,0.05755,0.070115,0.003367,0.058026,300,0.227366646
1105,0.1,0.003278,0.057254,0.100335,0.003367,0.058026,300,0.409782178
1106,0.195,0.003095,0.055633,0.19753,0.003367,0.058026,300,0.926381789
1107,0.223,0.00302,0.054955,0.226811,0.003367,0.058026,300,0.974696293
1108,0.073,0.003309,0.057524,0.07313,0.003367,0.058026,300,0.243218226
1109,0.099,0.003279,0.057263,0.099325,0.003367,0.058026,300,0.40302743
1110,0.33,0.003254,0.057044,0.342828,0.004132,0.064281,245,0.999641706
1111,0.107,0.004005,0.063285,0.107411,0.004132,0.064281,245,0.387506671
1112,0.143,0.003932,0.062706,0.143987,0.004132,0.064281,245,0.61178691
1113,0.041,0.004085,0.063914,0.041023,0.004132,0.064281,245,0.097903854
1114,0.15,0.003916,0.062578,0.15114,0.004132,0.064281,245,0.653753178
1115,0.144,0.00393,0.06269,0.145008,0.004132,0.064281,245,0.617870428
1116,0.158,0.003896,0.062418,0.159335,0.004132,0.064281,245,0.699580447
1117,0.08,0.001266,0.035581,0.080171,0.001285,0.035847,781,0.609308239
1118,0.09,0.001261,0.035511,0.090244,0.001285,0.035847,781,0.711792887
1119,0.01,0.001282,0.035805,0.01,0.001285,0.035847,781,0.058948694
1120,0.11,0.001251,0.035369,0.110447,0.001285,0.035847,781,0.869171941
1121,0.06,0.001273,0.035679,0.060072,0.001285,0.035847,781,0.388536621
1122,0.07,0.00127,0.035637,0.070115,0.001285,0.035847,781,0.498766548
1123,0.06,0.001273,0.035679,0.060072,0.001285,0.035847,781,0.388536621
1124,0.06,0.001273,0.035679,0.060072,0.001285,0.035847,781,0.388536621
1125,0.03,0.00128,0.035777,0.030009,0.001285,0.035847,781,0.133382848
1126,0.12,0.001245,0.035285,0.120581,0.001285,0.035847,781,0.92003852
1127,-0.03,0.00128,0.035777,-0.030009,0.001285,0.035847,781,0.133382848
1128,0.08,0.001266,0.035581,0.080171,0.001285,0.035847,781,0.609308239
1129,0.08,0.001266,0.035581,0.080171,0.001285,0.035847,781,0.609308239
1130,0.05,0.001276,0.035721,0.050042,0.001285,0.035847,781,0.286958695
1131,0.03,0.00128,0.035777,0.030009,0.001285,0.035847,781,0.133382848
1132,0.03,0.00128,0.035777,0.030009,0.001285,0.035847,781,0.133382848
1133,0.01,0.001282,0.035805,0.01,0.001285,0.035847,781,0.058948694
1134,0.03,0.00128,0.035777,0.030009,0.001285,0.035847,781,0.133382848
1135,-0.02,0.000836,0.028914,-0.020003,0.000838,0.028948,1196,0.106247827
1136,-0.01,0.000837,0.028931,-0.01,0.000838,0.028948,1196,0.063772425
1137,0.04,0.000834,0.028879,0.040021,0.000838,0.028948,1196,0.282326746
1138,0.08,0.000826,0.02874,0.080171,0.000838,0.028948,1196,0.791083163
1139,-0.04,0.000834,0.028879,-0.040021,0.000838,0.028948,1196,0.282326746
1140,-0.08,0.000826,0.02874,-0.080171,0.000838,0.028948,1196,0.791083163
1141,-0.08,0.000826,0.02874,-0.080171,0.000838,0.028948,1196,0.791083163
1142,0,0.000837,0.028931,0,0.000838,0.028948,1196,0.049986577
1143,-0.05,0.000833,0.028862,-0.050042,0.000838,0.028948,1196,0.408799654
1144,0.02,0.000836,0.028914,0.020003,0.000838,0.028948,1196,0.106247827
1145,-0.02,0.000836,0.028914,-0.020003,0.000838,0.028948,1196,0.106247827
1146,0,0.000837,0.028931,0,0.000838,0.028948,1196,0.049986577
1147,-0.06,0.000831,0.028827,-0.060072,0.000838,0.028948,1196,0.546070344
1148,0.09,0.000823,0.028688,0.090244,0.000838,0.028948,1196,0.876617325
1149,-0.01,0.000837,0.028931,-0.01,0.000838,0.028948,1196,0.063772425
1150,0.19,0.000777,0.027875,0.192337,0.000838,0.028948,1196,0.999998607
1151,0.2,0.000771,0.027767,0.202733,0.000838,0.028948,1196,0.999999773
1152,0.15,8.00E-04,0.028284,0.15114,0.000838,0.028948,1196,0.99944774
1153,0.03,0.000835,0.028896,0.030009,0.000838,0.028948,1196,0.179330483
1154,0.01,0.000837,0.028931,0.01,0.000838,0.028948,1196,0.063772425
1155,0.05,0.000833,0.028862,0.050042,0.000838,0.028948,1196,0.408799654
1156,0.08,0.000826,0.02874,0.080171,0.000838,0.028948,1196,0.791083163
1157,0.04,0.000834,0.028879,0.040021,0.000838,0.028948,1196,0.282326746
1158,0.02,0.000836,0.028914,0.020003,0.000838,0.028948,1196,0.106247827
1159,0.2,0.000771,0.027767,0.202733,0.000838,0.028948,1196,0.999999773
1160,0.22,0.000758,0.027532,0.223656,0.000838,0.028948,1196,0.999999996
1161,0.18,0.000783,0.027982,0.181983,0.000838,0.028948,1196,0.999992482
1162,0.040277,0.002066,0.045453,0.040299,0.002088,0.045695,482,0.142895474
1163,0.022833,0.002707,0.052029,0.022837,0.002732,0.052269,369,0.072145056
1164,0.068223,0.001167,0.034161,0.068329,0.001185,0.034424,847,0.510459461
1165,-0.06087,0.001555,0.039433,-0.060945,0.001577,0.039711,637,0.335869606
1166,-0.028193,0.001543,0.039281,-0.0282,0.001553,0.039408,647,0.110475586
1167,-0.033237,0.00104,0.032249,-0.03325,0.001046,0.032342,959,0.177190882
1168,-0.092482,0.002556,0.050557,-0.092747,0.002632,0.051303,383,0.440467622
1169,0.231152,0.004239,0.065108,0.235406,0.004926,0.070185,206,0.919456592
1170,0.007935,0.003257,0.05707,0.007935,0.003289,0.05735,307,0.052149224
1171,-0.06,0.001021,0.031953,-0.060072,0.001031,0.032109,973,0.464919546
1172,0.28,0.000874,0.029563,0.287682,0.001031,0.032109,973,1
1173,0.02,0.001028,0.032062,0.020003,0.001031,0.032109,973,0.095534638
1174,0.13,0.000994,0.031528,0.13074,0.001031,0.032109,973,0.982735836
1175,0.2558,0.003749,0.061229,0.261609,0.004329,0.065795,234,0.978510202
1176,0.29,0.001412,0.037577,0.298566,0.001689,0.041097,595,0.999999945
1177,0.06,0.001671,0.040878,0.060072,0.001689,0.041097,595,0.309781732
1178,0.22,0.001524,0.039038,0.223656,0.001689,0.041097,595,0.99975494
1179,0.25,0.00148,0.038471,0.255413,0.001689,0.041097,595,0.999989751
1180,0.23,0.00151,0.038859,0.234189,0.001689,0.041097,595,0.999908934
1181,0.19,0.001564,0.039547,0.192337,0.001689,0.041097,595,0.996769917
1182,0.27,0.001447,0.038039,0.276864,0.001689,0.041097,595,0.999999131
1183,0.03,0.00168,0.040988,0.030009,0.001689,0.041097,595,0.113017715
1184,0.22,0.001524,0.039038,0.223656,0.001689,0.041097,595,0.99975494
1185,0.2418,0.001492,0.038626,0.246685,0.001689,0.041097,595,0.999974046
1186,0.0265,0.001681,0.041,0.026506,0.001689,0.041097,595,0.098885498
1187,0.0966,0.001652,0.040645,0.096902,0.001689,0.041097,595,0.655251025
1188,-0.007068,0.000881,0.029682,-0.007069,0.000883,0.029715,1136,0.056499594
1189,0.005498,0.000881,0.029682,0.005498,0.000883,0.029715,1136,0.053921202
1190,-0.021988,0.00088,0.029665,-0.021991,0.000883,0.029715,1136,0.114783291
1191,0.153045,0.003228,0.056815,0.154257,0.00346,0.058822,292,0.747426353
1192,0.064809,0.003389,0.058215,0.0649,0.00346,0.058822,292,0.197294941
1193,0.029961,0.003417,0.058455,0.02997,0.00346,0.058822,292,0.080260254
1194,0.205351,0.003076,0.055462,0.208313,0.00346,0.058822,292,0.943730353
1195,0.072912,0.000493,0.022204,0.073041,0.000499,0.022338,2009,0.905273303
1196,0.023711,0.00088,0.029665,0.023716,0.000883,0.029715,1136,0.125627024
1197,0.128334,0.001109,0.033302,0.129046,0.001149,0.033897,873,0.967723925
1198,0.064985,0.018677,0.136664,0.065076,0.02,0.141421,53,0.074685705
1199,-0.039384,0.018798,0.137106,-0.039404,0.02,0.141421,53,0.058783713
1200,0.1,0.001007,0.031733,0.100335,0.00103,0.032094,974,0.878603516
1201,0.122474,0.001336,0.036551,0.123092,0.001381,0.037162,727,0.912160907
1202,-0.139,0.000926,0.03043,-0.139906,0.000964,0.031048,1040,0.994573087
1203,-0.039,0.00096,0.030984,-0.03902,0.000964,0.031048,1040,0.241688295
1204,-0.143,0.000924,0.030397,-0.143987,0.000964,0.031048,1040,0.996306281
1205,-0.095,0.000945,0.030741,-0.095287,0.000964,0.031048,1040,0.866471758
1206,-0.127,0.000932,0.030529,-0.127689,0.000964,0.031048,1040,0.984371699
1207,-0.149,0.00092,0.030332,-0.150118,0.000964,0.031048,1040,0.997988622
1208,0.54392,0.001564,0.039547,0.609706,0.003175,0.056347,318,1
1209,-0.21168,0.002878,0.053647,-0.21493,0.003175,0.056347,318,0.968567911
1210,0.23,0.003969,0.063,0.234189,0.004464,0.066813,227,0.939677917
1211,0.1284,0.0015,0.03873,0.129113,0.001555,0.039433,646,0.905965961
1212,0.3,0.001646,0.040571,0.30952,0.001996,0.044677,504,0.999999673
1213,0.21,0.001817,0.042626,0.213171,0.001996,0.044677,504,0.997567631
1214,0.48,0.001178,0.034322,0.522984,0.001996,0.044677,504,1
1215,0.37,0.001481,0.038484,0.388423,0.001996,0.044677,504,1
1216,0.51,0.001088,0.032985,0.56273,0.001996,0.044677,504,1
1217,0.42,0.001357,0.036837,0.447692,0.002008,0.044811,501,1
1218,0.34,0.001564,0.039547,0.354093,0.002008,0.044811,501,0.999999999
1219,0.54,0.001004,0.031686,0.604156,0.002008,0.044811,501,1
1220,0.49,0.001148,0.033882,0.53606,0.001996,0.044677,504,1
1221,0.1,0.001949,0.044147,0.100335,0.001996,0.044677,504,0.613262063
1222,0.49,0.001148,0.033882,0.53606,0.001996,0.044677,504,1
1223,0.27,0.001709,0.04134,0.276864,0.001996,0.044677,504,0.999988964
1224,0.54,0.000998,0.031591,0.604156,0.001996,0.044677,504,1
1225,0.04,0.001982,0.04452,0.040021,0.001996,0.044677,504,0.145905773
1226,0.48,0.001185,0.034424,0.522984,0.002008,0.044811,501,1
1227,-0.052883,0.004941,0.070292,-0.052933,0.005051,0.07107,201,0.115772784
1228,0.043791,0.005157,0.071812,0.043819,0.005263,0.072547,193,0.092833443
1229,-0.105592,0.004815,0.06939,-0.105987,0.005025,0.070887,202,0.322381312
1230,-0.041796,0.005003,0.070732,-0.04182,0.005102,0.071428,199,0.090192186
1231,0.183090446,0.00516372,0.071859029,0.185178466,0.005181408,0.071982,196,0.731860452
1232,-0.225,0.000349,0.018682,-0.228917,0.000388,0.019698,2580,1
1233,0.06,0.000385,0.019621,0.060072,0.000388,0.019698,2580,0.862162605
1234,-0.088,0.000382,0.019545,-0.088228,0.000388,0.019698,2580,0.994126927
1235,-0.094,0.001864,0.043174,-0.094278,0.001905,0.043646,528,0.580063368
1236,-0.09,0.001867,0.043209,-0.090244,0.001905,0.043646,528,0.543619655
1237,-0.311,0.001548,0.039345,-0.321652,0.001905,0.043646,528,0.99999997
1238,0.203054,0.000829,0.028792,0.205916,0.000923,0.030381,1086,0.99999928
1239,0.03,0.003071,0.055417,0.030009,0.003096,0.055642,326,0.083970932
1240,0.04,0.003067,0.055381,0.040021,0.003096,0.055642,326,0.111159162
1241,0.03,0.003071,0.055417,0.030009,0.003096,0.055642,326,0.083970932
1242,-0.04,0.003067,0.055381,-0.040021,0.003096,0.055642,326,0.111159162
1243,0.007558,0.007691,0.087698,0.007558,0.007874,0.088736,130,0.050713952
1244,-0.219827,0.00982,0.099096,-0.223475,0.011494,0.10721,90,0.553510004
1245,-0.142092,0.0072,0.084853,-0.14306,0.007752,0.088045,132,0.370867979
1246,-0.164374,0.007184,0.084758,-0.165879,0.007874,0.088736,130,0.466401477
1247,0.172861,0.003595,0.059958,0.174614,0.003922,0.062626,258,0.797646816
1248,-0.041074,0.002213,0.047043,-0.041097,0.002237,0.047297,450,0.140092517
1249,0.266501,0.003231,0.056842,0.273094,0.003922,0.062626,258,0.991996108
1250,0.025581,0.002219,0.047106,0.025587,0.002237,0.047297,450,0.084170063
1251,0.184964,0.00518,0.071972,0.187118,0.005747,0.075809,177,0.696534522
1252,0.275245,0.015326,0.123798,0.282529,0.019608,0.140029,54,0.52942544
1253,0.155414,0.007656,0.087499,0.156684,0.008333,0.091285,123,0.406166542
1254,0.123457,0.005439,0.07375,0.12409,0.005747,0.075809,177,0.37492591
1255,0.166455,0.017308,0.13156,0.168019,0.019608,0.140029,54,0.226970936
1256,0.071837,0.008027,0.089594,0.07196,0.008333,0.091285,123,0.124046056
1257,0.257019,0.006082,0.077987,0.262914,0.007353,0.08575,139,0.867786929
1258,0.11119,0.006974,0.08351,0.111652,0.007353,0.08575,139,0.257040564
1259,0.604278,0.00237,0.048683,0.699859,0.007353,0.08575,139,1
1260,0.159532,0.006746,0.082134,0.160906,0.007353,0.08575,139,0.469081452
1261,0.435375,0.004278,0.065406,0.46651,0.007353,0.08575,139,0.99976548
1262,0.419877,0.004451,0.066716,0.447542,0.007353,0.08575,139,0.999473545
1263,0.037905,0.007168,0.084664,0.037923,0.007353,0.08575,139,0.072712614
1264,0.117025,0.006951,0.083373,0.117563,0.007353,0.08575,139,0.27970193
1265,0.148398,0.006805,0.082492,0.149502,0.007353,0.08575,139,0.416469163
1266,0.101953,0.007009,0.08372,0.102308,0.007353,0.08575,139,0.223367589
1267,0.090974,0.007046,0.08394,0.091226,0.007353,0.08575,139,0.187094717
1268,-0.3,0.002556,0.050557,-0.30952,0.003106,0.055731,325,0.999842143
1269,-0.2,0.002844,0.053329,-0.202733,0.003106,0.055731,325,0.953818085
1270,-0.33,0.002451,0.049508,-0.342828,0.003106,0.055731,325,0.999986689
1271,-0.27,0.002653,0.051507,-0.276864,0.003106,0.055731,325,0.998716097
1272,-0.33,0.002796,0.052877,-0.342828,0.003546,0.059548,285,0.999929491
1273,-0.29,0.002954,0.054351,-0.298566,0.003546,0.059548,285,0.998900348
1274,-0.32,0.002837,0.053263,-0.331647,0.003546,0.059548,285,0.999851738
1275,-0.29,0.002954,0.054351,-0.298566,0.003546,0.059548,285,0.998900348
1276,-0.09,0.002177,0.046658,-0.090244,0.002222,0.047138,453,0.482590165
1277,-0.11,0.002159,0.046465,-0.110447,0.002222,0.047138,453,0.649981198
1278,-0.09,0.002177,0.046658,-0.090244,0.002222,0.047138,453,0.482590165
1279,-0.1,0.002168,0.046562,-0.100335,0.002222,0.047138,453,0.567718444
1280,-0.24,0.002046,0.045233,-0.244774,0.002315,0.048114,435,0.999134858
1281,-0.15,0.002202,0.046925,-0.15114,0.002315,0.048114,435,0.881933581
1282,-0.21,0.002105,0.04588,-0.213171,0.002315,0.048114,435,0.993346252
1283,-0.14,0.002215,0.047064,-0.140926,0.002315,0.048114,435,0.834514033
1284,0.21,0.000609,0.024678,0.213171,0.000668,0.025846,1501,1
1285,0.15,0.000637,0.025239,0.15114,0.000668,0.025846,1501,0.999950211
1286,0.25,0.000586,0.024207,0.255413,0.000668,0.025846,1501,1
1287,0.031052,0.004416,0.066453,0.031062,0.004464,0.066813,227,0.075126281
1288,0.343723,0.024872,0.157709,0.358309,0.037037,0.19245,30,0.471456912
1289,0.194489,0.028551,0.16897,0.196998,0.034483,0.185696,32,0.188890673
1290,-0.46121,0.019119,0.138271,-0.498847,0.037037,0.19245,30,0.748265494
1291,-0.226549,0.030505,0.174657,-0.230549,0.038462,0.196117,29,0.221937829
1292,-0.309693,0.028269,0.168134,-0.320206,0.04,0.2,28,0.368990118
1293,0.394698,0.022476,0.14992,0.417352,0.037037,0.19245,30,0.594702646
1294,0.238948,0.027231,0.165018,0.243658,0.034483,0.185696,32,0.26443824
1295,-0.425618,0.020941,0.14471,-0.454533,0.037037,0.19245,30,0.668436794
1296,-0.291386,0.028055,0.167496,-0.30008,0.038462,0.196117,29,0.3419008
1297,-0.288307,0.029204,0.170892,-0.296719,0.04,0.2,28,0.325034763
1298,0.221742,0.029636,0.172151,0.225487,0.037037,0.19245,30,0.220609315
1299,0.077073,0.030817,0.175548,0.077226,0.034483,0.185696,32,0.070093404
1300,-0.400495,0.022192,0.14897,-0.424238,0.037037,0.19245,30,0.608707111
1301,-0.147846,0.032754,0.180981,-0.148937,0.038462,0.196117,29,0.119802334
1302,-0.290137,0.029126,0.170663,-0.298715,0.04,0.2,28,0.328687451
1303,0.461909,0.019082,0.138138,0.499735,0.037037,0.19245,30,0.749755117
1304,0.29502,0.025252,0.158909,0.304056,0.034483,0.185696,32,0.381814987
1305,-0.437819,0.020322,0.142555,-0.469529,0.037037,0.19245,30,0.696588091
1306,-0.140257,0.032925,0.181452,-0.141188,0.038462,0.196117,29,0.112503865
1307,-0.233807,0.031347,0.177051,-0.238213,0.04,0.2,28,0.226783167
1308,0.108682,0.000168,0.012961,0.109113,0.000173,0.013153,5785,1
1309,0.093231,0.000172,0.013115,0.093502,0.000175,0.013229,5704,0.999999831
1310,0.36,0.003732,0.06109,0.376886,0.004975,0.070534,204,0.999657127
1311,0.2,0.00454,0.06738,0.202733,0.004975,0.070534,204,0.821365439
1312,0.19,0.004577,0.067654,0.192337,0.004975,0.070534,204,0.780195618
1313,0.44,0.003188,0.056462,0.472231,0.00495,0.070356,205,0.999999062
1314,0.44,0.003188,0.056462,0.472231,0.00495,0.070356,205,0.999999062
1315,0.39,0.003524,0.059363,0.4118,0.00495,0.070356,205,0.99995303
1316,0.22,0.001543,0.039281,0.223656,0.001709,0.04134,588,0.999723682
1317,0.29,0.001429,0.037802,0.298566,0.001709,0.04134,588,0.999999931
1318,0.35,0.001312,0.036222,0.365444,0.001709,0.04134,588,1
1319,0.49,0.000984,0.031369,0.53606,0.001709,0.04134,588,1
1320,0.35,0.001312,0.036222,0.365444,0.001709,0.04134,588,1
1321,0.3,0.001411,0.037563,0.30952,0.001709,0.04134,588,0.999999984
1322,0.44,0.001108,0.033287,0.472231,0.001709,0.04134,588,1
1323,0.57,0.000776,0.027857,0.647523,0.001709,0.04134,588,1
1324,0.14,0.003215,0.056701,0.140926,0.003367,0.058026,300,0.681642486
1325,0.48,0.001981,0.044508,0.522984,0.003367,0.058026,300,1
1326,0.49,0.001931,0.043943,0.53606,0.003367,0.058026,300,1
1327,0.24,0.001112,0.033347,0.244774,0.001255,0.035426,800,0.999999637
1328,0.48,0.000741,0.027221,0.522984,0.001255,0.035426,800,1
1329,0.52,0.000666,0.025807,0.57634,0.001255,0.035426,800,1
1330,0.23,0.001123,0.033511,0.234189,0.001255,0.035426,800,0.999998383
1331,0.24,0.001112,0.033347,0.244774,0.001255,0.035426,800,0.999999637
1332,0.22,0.001133,0.03366,0.223656,0.001255,0.035426,800,0.999993432
1333,0.13,0.004832,0.069513,0.13074,0.005051,0.07107,201,0.453738975
1334,-0.01,0.004999,0.070704,-0.01,0.005051,0.07107,201,0.052200939
1335,0.04,0.004984,0.070597,0.040021,0.005051,0.07107,201,0.087125617
1336,-0.1,0.0049,0.07,-0.100335,0.005051,0.07107,201,0.293146861
1337,0.15,0.004778,0.069123,0.15114,0.005051,0.07107,201,0.568053307
1338,0.09,0.004919,0.070136,0.090244,0.005051,0.07107,201,0.246453694
1339,0.09,0.004919,0.070136,0.090244,0.005051,0.07107,201,0.246453694
1340,0.1,0.0049,0.07,0.100335,0.005051,0.07107,201,0.293146861
1341,0.07,0.004951,0.070363,0.070115,0.005051,0.07107,201,0.167219668
1342,0.03,0.004991,0.070647,0.030009,0.005051,0.07107,201,0.070670402
1343,0.05,0.004975,0.070534,0.050042,0.005051,0.07107,201,0.108618835
1344,0.03,0.004991,0.070647,0.030009,0.005051,0.07107,201,0.070670402
1345,0.26,0.004347,0.065932,0.266108,0.005051,0.07107,201,0.963511807
1346,0.21,0.004569,0.067594,0.213171,0.005051,0.07107,201,0.852295738
1347,0.26,0.004347,0.065932,0.266108,0.005051,0.07107,201,0.963511807
1348,0.09,0.004919,0.070136,0.090244,0.005051,0.07107,201,0.246453694
1349,0.12542,0.000993,0.031512,0.126084,0.001036,0.032187,968,0.974922268
1350,0.079367,0.001003,0.03167,0.079535,0.001022,0.031969,981,0.701406371
1351,0.163629,0.00096,0.030984,0.165114,0.00103,0.032094,974,0.999282679
1352,0.094642,0.000998,0.031591,0.094926,0.001024,0.032,980,0.843395998
1353,-0.723378,0.001793,0.042344,-0.914696,0.010753,0.103697,96,1
1354,-0.786704,0.001076,0.032802,-1.062724,0.010753,0.103697,96,1
1355,-0.319814,0.008008,0.089487,-0.33144,0.010753,0.103697,96,0.894558348
1356,-0.277464,0.009244,0.096146,-0.284932,0.011628,0.107833,89,0.756624887
1357,0.189737,0.000165,0.012845,0.192064,0.000178,0.013342,5626,1
1358,-0.078687,0.002584,0.050833,-0.07885,0.002646,0.051439,381,0.335548725
1359,-0.031362,0.002618,0.051166,-0.031372,0.002646,0.051439,381,0.093645409
1360,0.014277,0.01999,0.141386,0.014278,0.021277,0.145866,50,0.050802047
1361,0.066944,0.003893,0.062394,0.067044,0.003984,0.063119,254,0.186309985
1362,0.089156,0.00386,0.062129,0.089393,0.003984,0.063119,254,0.294460078
1363,0.150914,0.003719,0.060984,0.152076,0.003984,0.063119,254,0.674930553
1364,0.098601,0.014797,0.121643,0.098922,0.015873,0.125988,66,0.123784992
1365,0.150607,0.003525,0.059372,0.151761,0.003774,0.061433,268,0.696593015
1366,0.291,0.004148,0.064405,0.299658,0.005,0.070711,203,0.988912538
1367,0.232,0.004432,0.066573,0.236302,0.005,0.070711,203,0.917629363
1368,0.168,0.004675,0.068374,0.169608,0.005,0.070711,203,0.671434351
1369,0.43,0.005583,0.074719,0.459897,0.008547,0.09245,120,0.998789258
1370,-0.29,0.007049,0.083958,-0.298566,0.008547,0.09245,120,0.900002643
1371,-0.29,0.007049,0.083958,-0.298566,0.008547,0.09245,120,0.900002643
1372,0.15,0.008029,0.089605,0.15114,0.008547,0.09245,120,0.374849775
1373,-0.09,0.008268,0.090929,-0.090244,0.008547,0.09245,120,0.164962116
1374,-0.11,0.008201,0.090559,-0.110447,0.008547,0.09245,120,0.22398498
1375,0.3,0.006959,0.083421,0.30952,0.008547,0.09245,120,0.919318086
1376,-0.31,0.006866,0.082861,-0.320545,0.008547,0.09245,120,0.935771658
1377,-0.11,0.008201,0.090559,-0.110447,0.008547,0.09245,120,0.22398498
1378,0.18,0.007868,0.088702,0.181983,0.008547,0.09245,120,0.506233502
1379,-0.17,0.007925,0.089022,-0.171667,0.008547,0.09245,120,0.461620289
1380,-0.08,0.008296,0.091082,-0.080171,0.008547,0.09245,120,0.140108253
1381,0.16,0.007979,0.089325,0.161387,0.008547,0.09245,120,0.417651635
1382,-0.23,0.007538,0.086822,-0.234189,0.008547,0.09245,120,0.719887563
1383,0,0.008403,0.091668,0,0.008547,0.09245,120,0.049867148
1384,0.12,0.008912,0.094403,0.120581,0.009346,0.096675,110,0.240061305
1385,-0.13,0.008867,0.094165,-0.13074,0.009346,0.096675,110,0.273820463
1386,-0.04,0.009145,0.095629,-0.040021,0.009346,0.096675,110,0.069859161
1387,0.21,0.007679,0.08763,0.213171,0.008547,0.09245,120,0.63843109
1388,-0.18,0.007868,0.088702,-0.181983,0.008547,0.09245,120,0.506233502
1389,-0.1,0.008236,0.090752,-0.100335,0.008547,0.09245,120,0.19294557
1390,0.22,0.008085,0.089917,0.223656,0.009091,0.095347,113,0.653532631
1391,0.22,0.008085,0.089917,0.223656,0.009091,0.095347,113,0.653532631
1392,0.18,0.008359,0.091428,0.181983,0.009091,0.095347,113,0.482467638
1393,0.18,0.005674,0.075326,0.181983,0.006135,0.078326,166,0.644159365
1394,0.16,0.005754,0.075855,0.161387,0.006135,0.078326,166,0.542177269
1395,0.07,0.006001,0.077466,0.070115,0.006135,0.078326,166,0.146037243
1396,0.08,0.005983,0.07735,0.080171,0.006135,0.078326,166,0.176523968
1397,0.247275,0.00726,0.085206,0.252508,0.008696,0.093252,118,0.775794054
1398,0.141206,0.008066,0.089811,0.142156,0.008696,0.093252,118,0.333765643
1399,0.199589,0.007298,0.085428,0.202305,0.008264,0.090907,124,0.607667137
1400,0.184296,0.007408,0.08607,0.186427,0.008264,0.090907,124,0.539008493
1401,0.33279,0.007363,0.085808,0.345963,0.010101,0.100504,102,0.932852102
1402,0.099756,0.009567,0.097811,0.100089,0.010101,0.100504,102,0.169925787
1403,0.433676,0.005475,0.073993,0.464416,0.009346,0.096675,110,0.997903887
1404,0.243382,0.007828,0.088476,0.248366,0.009346,0.096675,110,0.732196511
1405,0.214862,0.004444,0.066663,0.218263,0.005076,0.071246,200,0.866586396
1406,0.126261,0.006404,0.080025,0.126938,0.006803,0.08248,150,0.338680179
1407,0.237962,0.008648,0.092995,0.242613,0.010309,0.101533,100,0.670025928
1408,0.237962,0.004324,0.065757,0.242613,0.005076,0.071246,200,0.926884592
1409,0.138648,0.009527,0.097606,0.139547,0.010309,0.101533,100,0.281354094
1410,0.265156,0.00417,0.064576,0.271647,0.005076,0.071246,200,0.968658895
1411,0.153171,0.004712,0.068644,0.154386,0.005076,0.071246,200,0.583833333
1412,0.224148,0.008794,0.093776,0.228019,0.010309,0.101533,100,0.616226133
1413,0.15,0.001338,0.036579,0.15114,0.001404,0.03747,715,0.981033442
1414,0.05,0.001394,0.037336,0.050042,0.001404,0.03747,715,0.266822604
1415,-0.03,0.001398,0.03739,-0.030009,0.001404,0.03747,715,0.12613479
1416,0.24,0.004463,0.066806,0.244774,0.005076,0.071246,200,0.931013757
1417,0.35,0.003869,0.062201,0.365444,0.005076,0.071246,200,0.999266014
1418,0.32,0.004049,0.063632,0.331647,0.005076,0.071246,200,0.996590178
1419,0.21,0.004592,0.067764,0.213171,0.005076,0.071246,200,0.850542067
1420,0.202885,0.004548,0.067439,0.205739,0.005128,0.07161,198,0.821091974
1421,0.160718,0.004731,0.068782,0.162124,0.005128,0.07161,198,0.621341102
1422,0.147606,0.00478,0.069138,0.148692,0.005128,0.07161,198,0.548161116
1423,0.458507,0.00027,0.016432,0.495419,0.000358,0.018921,2800,1
1424,-0.00578,2.70E-05,0.005196,-0.00578,2.70E-05,0.005196,37670,0.20199968
1425,0.007713,2.70E-05,0.005196,0.007713,2.70E-05,0.005196,37670,0.321962524
1426,0.33,0.010051,0.100255,0.342828,0.012987,0.113961,80,0.856555379
1427,0.27,0.01088,0.104307,0.276864,0.012987,0.113961,80,0.685386895
1428,0.07,0.007176,0.084711,0.070115,0.007353,0.08575,139,0.129781502
1429,0.34,0.005668,0.075286,0.354093,0.007353,0.08575,139,0.985475166
1430,0.187346,0.002233,0.047255,0.189585,0.00241,0.049092,418,0.971702666
1431,0.200374,0.01101,0.104929,0.203122,0.012658,0.112508,82,0.442339707
1432,0.226396,0.010696,0.103421,0.230388,0.012658,0.112508,82,0.53927196
1433,0.183583,0.011195,0.105806,0.185688,0.012658,0.112508,82,0.38180826
1434,0.065995,0.000209,0.014457,0.066091,0.000211,0.014526,4739,0.99518418
1435,-0.021725,0.000717,0.026777,-0.021729,0.000719,0.026814,1394,0.127994858
1436,0.323509,0.002567,0.050666,0.335562,0.003413,0.058421,296,0.999925534
1437,0.335525,0.002511,0.05011,0.349041,0.003413,0.058421,296,0.999971383
1438,0.388162,0.002253,0.047466,0.409635,0.003413,0.058421,296,0.999999793
