ID_ES_Unique,corr,v_r,se_r,fisher_z,v_z,se_z,ess,power
1,-0.06,0.001294,0.035972,-0.060072,0.001307,0.036152,768,0.383170134
2,-0.03,0.001301,0.036069,-0.030009,0.001307,0.036152,768,0.131953489
3,-0.07,0.001291,0.03593,-0.070115,0.001307,0.036152,768,0.492227328
4,0.094704,0.000505,0.022472,0.094989,0.000517,0.022738,1937,0.986735617
5,0.16,0.002277,0.047718,0.161387,0.00241,0.049092,418,0.908457045
6,0.08,0.002367,0.048652,0.080171,0.00241,0.049092,418,0.372705501
7,0.22,0.002209,0.047,0.223656,0.002451,0.049508,411,0.994807711
8,0.01,0.003378,0.058121,0.01,0.003401,0.058318,297,0.053330124
9,0.03,0.003372,0.058069,0.030009,0.003401,0.058318,297,0.080873739
10,-0.05,0.003362,0.057983,-0.050042,0.003401,0.058318,297,0.137863125
11,0.12,0.003282,0.057289,0.120581,0.003401,0.058318,297,0.544054587
12,0.01,0.003378,0.058121,0.01,0.003401,0.058318,297,0.053330124
13,-0.03,0.003372,0.058069,-0.030009,0.003401,0.058318,297,0.080873739
14,0.15,0.003228,0.056815,0.15114,0.003401,0.058318,297,0.737431064
15,0.05,0.003362,0.057983,0.050042,0.003401,0.058318,297,0.137863125
16,0.13,0.003265,0.05714,0.13074,0.003401,0.058318,297,0.612214338
17,0.02,0.003376,0.058103,0.020003,0.003401,0.058318,297,0.063564859
18,0.05,0.003362,0.057983,0.050042,0.003401,0.058318,297,0.137863125
19,-0.17,0.003186,0.056445,-0.171667,0.003401,0.058318,297,0.838416376
20,-0.04,0.003368,0.058034,-0.040021,0.003401,0.058318,297,0.105552034
21,0.07,0.003345,0.057836,0.070115,0.003401,0.058318,297,0.225546341
22,0.03,0.003372,0.058069,0.030009,0.003401,0.058318,297,0.080873739
23,0.233219,0.013649,0.116829,0.237591,0.016393,0.128035,64,0.46342006
24,0.073468,0.01645,0.128258,0.073601,0.017544,0.132454,60,0.086305059
25,0.196287,0.014668,0.121112,0.198868,0.016949,0.130188,62,0.336649198
26,-0.142224,0.015352,0.123903,-0.143194,0.016949,0.130188,62,0.197814656
27,0.210228,0.011947,0.109302,0.213409,0.013889,0.117852,75,0.444849495
28,0.194771,0.013007,0.114048,0.197292,0.014925,0.122168,70,0.368809381
29,0.43,0.000596,0.024413,0.459897,0.000898,0.029967,1116,1
30,0.12,0.000871,0.029513,0.120581,0.000898,0.029967,1116,0.980514399
31,0.0293,0.00087,0.029496,0.029308,0.000873,0.029547,1148,0.168119853
32,-0.0108,0.000768,0.027713,-0.0108,0.000769,0.027731,1303,0.067544763
33,0.0243,0.000627,0.02504,0.024305,0.000629,0.02508,1593,0.162638632
34,-0.0673,0.00398,0.063087,-0.067402,0.004049,0.063632,250,0.185559639
35,0.198086,0.009446,0.097191,0.20074,0.010753,0.103697,96,0.493876511
36,-0.042294,0.010371,0.101838,-0.04232,0.010753,0.103697,96,0.069290501
37,0.243574,0.008971,0.094715,0.24857,0.010753,0.103697,96,0.672966358
38,0.04561,0.010364,0.101804,0.045642,0.010753,0.103697,96,0.072503486
39,0.19,0.009481,0.09737,0.192337,0.010417,0.102064,99,0.473216799
40,0.14,0.009808,0.099035,0.140926,0.010417,0.102064,99,0.283538347
41,-0.08,0.010074,0.100369,-0.080171,0.010417,0.102064,99,0.123605374
42,0.04,0.010171,0.100851,0.040021,0.010417,0.102064,99,0.067782061
43,0.03,0.010186,0.100926,0.030009,0.010417,0.102064,99,0.059883384
44,-0.02,0.010196,0.100975,-0.020003,0.010417,0.102064,99,0.054287292
45,0.058843,0.000559,0.023643,0.058911,0.000564,0.023749,1776,0.69889939
46,-0.000393,0.001074,0.032772,-0.000393,0.001076,0.032802,932,0.049999229
47,0.228004,0.000755,0.027477,0.232082,0.000842,0.029017,1191,0.999999999
48,0.25034,0.001358,0.036851,0.255775,0.00155,0.03937,648,0.999997196
49,0.055231,0.003026,0.055009,0.055287,0.003077,0.055471,328,0.169531199
50,0.062159,0.003095,0.055633,0.062239,0.003155,0.056169,320,0.19858746
51,0.047971,0.003097,0.055651,0.048008,0.003145,0.05608,321,0.137441478
52,0.073544,0.003152,0.056143,0.073677,0.003226,0.056798,313,0.254828848
53,0.024654,0.003063,0.055344,0.024659,0.003096,0.055642,326,0.072796138
54,0.028889,0.003178,0.056374,0.028897,0.003215,0.056701,314,0.080271967
55,0.062791,0.003154,0.05616,0.062874,0.003215,0.056701,314,0.198773416
56,0.04513,0.003061,0.055326,0.04516,0.003106,0.055731,325,0.128113656
57,-0.05426,0.003036,0.0551,-0.054313,0.003086,0.055552,327,0.16487952
58,-0.03724,0.003134,0.055982,-0.037257,0.003175,0.056347,318,0.10148802
59,0.049544,0.003116,0.055821,0.049584,0.003165,0.056258,319,0.14284501
60,0.084853,0.002995,0.054727,0.085057,0.003077,0.055471,328,0.335783198
61,0.116847,0.000626,0.02502,0.117383,0.000185,0.013601,5399,1
62,-0.208551,0.000213,0.014595,-0.211656,0.000185,0.013601,5399,1
63,-0.2083,0.000286,0.016912,-0.211394,0.000185,0.013601,5399,1
64,0.046053,0.001194,0.034554,0.046086,0.000185,0.013601,5399,0.923016135
65,-0.151354,0.001156,0.034,-0.152526,0.001003,0.03167,1000,0.997870697
66,-0.233232,0.001356,0.036824,-0.237605,0.001003,0.03167,1000,0.999999985
67,0.030567,0.007292,0.085393,0.030576,0.001003,0.03167,1000,0.161790176
68,0.069828,0.00403,0.063482,0.069942,0.00277,0.052631,364,0.264971101
69,0.035939,0.004525,0.067268,0.035954,0.00277,0.052631,364,0.105022515
70,0.02392,0.00345,0.058737,0.023924,0.00277,0.052631,364,0.07399909
71,0.203561,0.007318,0.085545,0.206444,0.00277,0.052631,364,0.975433509
72,0.070357,0.003838,0.061952,0.070473,0.00277,0.052631,364,0.268273527
73,0.076351,0.004236,0.065085,0.076499,0.00277,0.052631,364,0.307151832
74,0.23,0.00602,0.077589,0.234189,0.006803,0.08248,150,0.812697712
75,0.18,0.006284,0.079272,0.181983,0.006803,0.08248,150,0.599830861
76,0.29,0.00563,0.075033,0.298566,0.006803,0.08248,150,0.952624047
77,0.31,0.005483,0.074047,0.320545,0.006803,0.08248,150,0.973697147
78,0.33,0.005329,0.073,0.342828,0.006803,0.08248,150,0.986416937
79,0.36,0.005085,0.071309,0.376886,0.006803,0.08248,150,0.995645489
80,0.26,0.005835,0.076387,0.266108,0.006803,0.08248,150,0.899039255
81,0.139495,0.005809,0.076217,0.140411,0.006211,0.07881,164,0.431116622
82,0.043702,0.006069,0.077904,0.04373,0.006211,0.07881,164,0.086037302
83,0.0982,0.005953,0.077156,0.098518,0.006211,0.07881,164,0.240458236
84,0.059063,0.006045,0.07775,0.059132,0.006211,0.07881,164,0.116814937
85,0.052881,0.006056,0.07782,0.052931,0.006211,0.07881,164,0.103238177
86,0.146817,0.005778,0.076013,0.147885,0.006211,0.07881,164,0.468726644
87,0.069026,0.006026,0.077627,0.069136,0.006211,0.07881,164,0.142126992
88,0.091715,0.005972,0.077279,0.091974,0.006211,0.07881,164,0.215570753
89,0.119527,0.005885,0.076714,0.120101,0.006211,0.07881,164,0.333028044
90,0.124651,0.005866,0.07659,0.125303,0.006211,0.07881,164,0.357358594
91,0.193289,0.005551,0.074505,0.195752,0.006211,0.07881,164,0.702133414
92,0.233099,0.005314,0.072897,0.237464,0.006211,0.07881,164,0.855736099
93,-0.024989,0.006088,0.078026,-0.024995,0.006211,0.07881,164,0.061560258
94,-0.006424,0.006097,0.078083,-0.006424,0.006211,0.07881,164,0.050667789
95,0.076275,0.00601,0.077524,0.076424,0.006211,0.07881,164,0.163221773
96,0.089317,0.005978,0.077318,0.089556,0.006211,0.07881,164,0.206792196
97,0.049855,0.00606,0.077846,0.049897,0.006211,0.07881,164,0.097180119
98,0.127817,0.005855,0.076518,0.12852,0.006211,0.07881,164,0.37271858
99,0.104875,0.006238,0.078981,0.105262,0.006536,0.080846,156,0.256894339
100,0.053626,0.006365,0.079781,0.053677,0.006536,0.080846,156,0.102011652
101,0.044919,0.006378,0.079862,0.044949,0.006536,0.080846,156,0.086190648
102,0.10055,0.006252,0.07907,0.100891,0.006536,0.080846,156,0.239857722
103,0.09718,0.006262,0.079133,0.097488,0.006536,0.080846,156,0.227054738
104,0.077116,0.006317,0.07948,0.077269,0.006536,0.080846,156,0.159925201
105,0.109998,0.006065,0.077878,0.110445,0.006369,0.079806,160,0.28385846
106,0.019156,0.006244,0.079019,0.019159,0.006369,0.079806,160,0.056561076
107,0.041877,0.006223,0.078886,0.041901,0.006369,0.079806,160,0.082197862
108,-0.064423,0.006186,0.078651,-0.064513,0.006369,0.079806,160,0.127871926
109,-0.466151,0.003436,0.058617,-0.505141,0.006369,0.079806,160,0.999994253
110,0.09936,0.006099,0.078096,0.099689,0.006369,0.079806,160,0.240187991
111,0.249471,0.00527,0.072595,0.254849,0.006289,0.079303,162,0.896612009
112,0.16711,0.005756,0.075868,0.168692,0.006289,0.079303,162,0.568641499
113,0.091941,0.006045,0.07775,0.092201,0.006289,0.079303,162,0.214308146
114,0.150335,0.005834,0.076381,0.151483,0.006289,0.079303,162,0.482189764
115,0.107269,0.005999,0.077453,0.107683,0.006289,0.079303,162,0.275107658
116,0.183466,0.005673,0.075319,0.185567,0.006289,0.079303,162,0.650366511
117,0.065631,0.006184,0.078638,0.065726,0.006369,0.079806,160,0.130911961
118,-0.013973,0.006247,0.079038,-0.013974,0.006369,0.079806,160,0.053437293
119,-0.069193,0.006176,0.078588,-0.069304,0.006369,0.079806,160,0.140231927
120,0.006249,0.006249,0.079051,0.006249,0.006369,0.079806,160,0.050606316
121,-0.08437,0.006141,0.078365,-0.084571,0.006369,0.079806,160,0.18588819
122,-0.016356,0.006246,0.079032,-0.016357,0.006369,0.079806,160,0.054750667
123,0.37,0.001757,0.041917,0.388423,0.00237,0.048683,425,0.999999999
124,0.036883,0.002923,0.054065,0.036899,0.002959,0.054397,341,0.104249403
125,0.148,0.001047,0.032357,0.149095,0.001096,0.033106,915,0.994534579
126,0.17642,0.001027,0.032047,0.178285,0.001096,0.033106,915,0.99969474
127,0.051307,0.010138,0.100688,0.051352,0.010526,0.102596,98,0.079245776
128,0.231353,0.009235,0.096099,0.235618,0.010526,0.102596,98,0.635636665
129,0.189406,0.009583,0.097893,0.191721,0.010526,0.102596,98,0.466918329
130,0.3,0.005672,0.075313,0.30952,0.006944,0.083331,147,0.961274388
131,0.19,0.006364,0.079775,0.192337,0.006944,0.083331,147,0.638699773
132,0.27,0.002875,0.053619,0.276864,0.003367,0.058026,300,0.997589409
133,0.13,0.003232,0.056851,0.13074,0.003367,0.058026,300,0.616571135
134,0.14,0.003215,0.056701,0.140926,0.003367,0.058026,300,0.681642486
135,0.3,0.00277,0.052631,0.30952,0.003367,0.058026,300,0.999640708
136,-0.047977,0.003314,0.057567,-0.048014,0.003367,0.058026,300,0.131546447
137,0.038989,0.003321,0.057628,0.039008,0.003367,0.058026,300,0.103263148
138,-0.035093,0.003323,0.057645,-0.035107,0.003367,0.058026,300,0.092944768
139,-0.013149,0.003332,0.057723,-0.01315,0.003367,0.058026,300,0.055866219
140,0.070279,0.003293,0.057385,0.070395,0.003367,0.058026,300,0.228814154
141,-0.045993,0.003316,0.057585,-0.046025,0.003367,0.058026,300,0.12476123
142,0.086663,0.003272,0.057201,0.086881,0.003367,0.058026,300,0.322796761
143,0,0.003333,0.057732,0,0.003367,0.058026,300,0.049946603
144,0.162524,0.001186,0.034438,0.163979,0.001255,0.035426,800,0.996230326
145,0.114261,0.001221,0.034943,0.114763,0.001256,0.03544,799,0.89967891
146,0.162882,0.001177,0.034307,0.164345,0.001245,0.035285,806,0.996531379
147,0.129601,0.001196,0.034583,0.130334,0.001241,0.035228,809,0.959275862
148,0.03191,0.001315,0.036263,0.031921,0.001321,0.036346,760,0.142042937
149,0.0472,0.001278,0.035749,0.047235,0.001287,0.035875,780,0.260755343
150,0.21,0.020767,0.144108,0.213171,0.02381,0.154305,45,0.286094043
151,0.23,0.020386,0.14278,0.234189,0.02381,0.154305,45,0.334453799
152,0.41,0.015729,0.125415,0.435611,0.02381,0.154305,45,0.813355219
153,0.36,0.017218,0.131217,0.376886,0.02381,0.154305,45,0.693597361
154,0.072535,0.003576,0.0598,0.072663,0.003663,0.060523,276,0.225096007
155,0.166785,0.003437,0.058626,0.168358,0.003663,0.060523,276,0.79567776
156,0.263854,0.006247,0.079038,0.270247,0.003663,0.060523,276,0.99400889
157,-0.007558,0.000673,0.025942,-0.007558,0.000674,0.025962,1486,0.05975488
158,-0.020513,0.000784,0.028,-0.020516,0.000787,0.028054,1274,0.113207495
159,0.285591,0.001609,0.040112,0.293759,0.002,0.044721,503,0.999998032
160,-0.109244,0.001519,0.038974,-0.109682,0.001572,0.039648,639,0.790469664
161,-0.275114,0.001034,0.032156,-0.282389,0.001263,0.035539,795,0.999999999
162,0.424264,0.001817,0.042626,0.452881,0.002717,0.052125,371,1
163,0.387298,0.001953,0.044193,0.408618,0.002717,0.052125,371,0.999999998
164,0.447214,0.00173,0.041593,0.481212,0.002717,0.052125,371,1
165,0.424264,0.001817,0.042626,0.452881,0.002717,0.052125,371,1
166,0.316228,0.002189,0.046787,0.32745,0.002717,0.052125,371,0.999992526
167,0.3,0.002238,0.047308,0.30952,0.002717,0.052125,371,0.999966268
168,0.71,0.001281,0.035791,0.887184,0.005263,0.072547,193,1
169,0.73,0.001136,0.033705,0.928727,0.005263,0.072547,193,1
170,0.68,0.001505,0.038794,0.829114,0.005263,0.072547,193,1
171,0.72,0.001208,0.034756,0.907645,0.005263,0.072547,193,1
172,0.56,0.002454,0.049538,0.632833,0.005263,0.072547,193,1
173,0.34,0.004138,0.064327,0.354093,0.005348,0.07313,190,0.998096693
174,0.64,0.001844,0.042942,0.758174,0.005348,0.07313,190,1
175,0.05,0.002126,0.046109,0.050042,0.002146,0.046325,469,0.190917424
176,0.09,0.002102,0.045848,0.090244,0.002146,0.046325,469,0.496026138
177,0.18,0.002001,0.044733,0.181983,0.002146,0.046325,469,0.975715802
178,0.069819,0.004296,0.065544,0.069932,0.004405,0.06637,230,0.184112125
179,0.04,0.001278,0.035749,0.040021,0.001285,0.035847,781,0.200624773
180,-0.01,0.000837,0.028931,-0.01,0.000838,0.028948,1196,0.063772425
181,-0.01,0.001282,0.035805,-0.01,0.001285,0.035847,781,0.058948694
182,-0.04,0.000834,0.028879,-0.040021,0.000838,0.028948,1196,0.282326746
183,0.08,0.001266,0.035581,0.080171,0.001285,0.035847,781,0.609308239
184,0.06,0.000831,0.028827,0.060072,0.000838,0.028948,1196,0.546070344
185,0.1,0.001257,0.035454,0.100335,0.001285,0.035847,781,0.799621633
186,-0.03,0.000835,0.028896,-0.030009,0.000838,0.028948,1196,0.179330483
187,0.11,0.001251,0.035369,0.110447,0.001285,0.035847,781,0.869171941
188,-0.09,0.000823,0.028688,-0.090244,0.000838,0.028948,1196,0.876617325
189,0.06,0.001273,0.035679,0.060072,0.001285,0.035847,781,0.388536621
190,0,0.000837,0.028931,0,0.000838,0.028948,1196,0.049986577
191,0.338077,0.019757,0.14056,0.35192,0.028571,0.16903,38,0.557877631
192,0.344569,0.016085,0.126827,0.359268,0.023256,0.152499,46,0.662067633
193,-0.081146,0.021398,0.146281,-0.081325,0.023256,0.152499,46,0.08344075
194,0.348374,0.015971,0.126376,0.363592,0.023256,0.152499,46,0.672469568
195,-0.122466,0.020968,0.144803,-0.123084,0.023256,0.152499,46,0.128448449
196,0.148568,0.006333,0.07958,0.149676,0.006711,0.081921,152,0.44921482
197,-0.037301,0.001156,0.034,-0.037319,0.001164,0.034117,862,0.194444324
198,-0.062795,0.001202,0.03467,-0.062878,0.001218,0.0349,824,0.4375505
199,-0.12452,0.001249,0.035341,-0.12517,0.001304,0.036111,770,0.93430504
200,0.01,0.001858,0.043105,0.01,0.001866,0.043197,539,0.056142451
201,0.08,0.003066,0.055371,0.080171,0.003125,0.055902,323,0.300473922
202,0.05,0.001947,0.044125,0.050042,0.001965,0.044328,512,0.204230792
203,0.091,0.003162,0.056232,0.091252,0.003236,0.056886,312,0.361939854
204,0.08,0.002087,0.045684,0.080171,0.002123,0.046076,474,0.413627799
205,0.185,0.003162,0.056232,0.187155,0.003413,0.058421,296,0.894079255
206,0.081,0.001834,0.042825,0.081178,0.001866,0.043197,539,0.468548553
207,0.154,0.00296,0.054406,0.155235,0.003125,0.055902,323,0.7941261
208,0.09,0.001925,0.043875,0.090244,0.001965,0.044328,512,0.531021003
209,0.222,0.002906,0.053907,0.225759,0.003236,0.056886,312,0.978013506
210,0.14,0.002032,0.045078,0.140926,0.002123,0.046076,474,0.864639052
211,0.127,0.003281,0.05728,0.127689,0.003413,0.058421,296,0.590562442
212,0.084525,0.002339,0.048363,0.084727,0.002398,0.048969,420,0.409913417
213,0.23,0.010939,0.10459,0.234189,0.0125,0.111803,83,0.557902999
214,0.24,0.022203,0.149007,0.244774,0.026316,0.162222,41,0.331713138
215,0.51,0.001088,0.032985,0.56273,0.001996,0.044677,504,1
216,0.6,0.000814,0.028531,0.693147,0.001996,0.044677,504,1
217,0.34,0.001555,0.039433,0.354093,0.001996,0.044677,504,0.999999999
218,0.47,0.001207,0.034742,0.51007,0.001996,0.044677,504,1
219,0.18018,0.000508,0.022539,0.182168,0.000552,0.023495,1814,0.999999997
220,0.069145,0.000545,0.023345,0.069255,0.000552,0.023495,1814,0.838423809
221,0.118894,0.000578,0.024042,0.119459,6.00E-04,0.024495,1669,0.998234773
222,0.034904,0.000597,0.024434,0.034918,6.00E-04,0.024495,1669,0.296895863
223,0.08,0.000489,0.022113,0.080171,0.000496,0.022271,2019,0.949553702
224,0.02,0.000491,0.022159,0.020003,0.000492,0.022181,2037,0.1472004
225,0.1,0.000517,0.022738,0.100335,0.000528,0.022978,1896,0.99194831
226,0.077,0.000514,0.022672,0.077153,0.00052,0.022804,1925,0.922670383
227,0.1,0.000217,0.014731,0.100335,0.000222,0.0149,4508,0.999999102
228,0.183,0.000177,0.013304,0.185085,0.000189,0.013748,5283,1
229,0.107,0.000184,0.013565,0.107411,0.000188,0.013711,5320,0.999999998
230,0.159,0.000187,0.013675,0.160361,0.000197,0.014036,5072,1
231,0.168,0.00018,0.013416,0.169608,0.000191,0.01382,5246,1
232,0.133,0.000268,0.016371,0.133793,0.000278,0.016673,3606,0.999999999
233,0.093,0.000274,0.016553,0.09327,0.000279,0.016703,3590,0.99985654
234,0.064,0.000279,0.016703,0.064088,0.000282,0.016793,3550,0.968371435
235,0.121,0.000274,0.016553,0.121596,0.000282,0.016793,3546,0.999999935
236,0.02549,0.001432,0.037842,0.025496,0.001441,0.037961,697,0.103108699
237,-0.031281,0.000204,0.014283,-0.031291,0.000205,0.014318,4885,0.589645357
238,-0.058205,0.000967,0.031097,-0.058271,0.000978,0.031273,1025,0.461689517
239,0.041534,3.70E-05,0.006083,0.041558,3.80E-05,0.006164,26595,0.999999271
240,-0.009332,0.000975,0.031225,-0.009332,0.000978,0.031273,1025,0.060249977
241,0.110779,3.60E-05,0.006,0.111235,3.80E-05,0.006164,26595,1
242,-0.24,0.003094,0.055624,-0.244774,0.003509,0.059237,288,0.985329756
243,0.1,0.002917,0.054009,0.100335,0.002994,0.054717,337,0.450748367
244,0.23,0.003125,0.055902,0.234189,0.003509,0.059237,288,0.97724435
245,0.11,0.002905,0.053898,0.110447,0.002994,0.054717,337,0.524399046
246,0.18,0.004275,0.065383,0.181983,0.004608,0.067882,220,0.766155731
247,0.27,0.003925,0.06265,0.276864,0.004608,0.067882,220,0.983288002
248,0.03,0.004558,0.067513,0.030009,0.004608,0.067882,220,0.072684077
249,0.21,0.004172,0.064591,0.213171,0.004608,0.067882,220,0.882324451
250,0.12,0.004436,0.066603,0.120581,0.004608,0.067882,220,0.428557564
251,-0.02,0.004563,0.06755,-0.020003,0.004608,0.067882,220,0.059968736
252,0.21,0.00399,0.063166,0.213171,0.004405,0.06637,230,0.895822095
253,0.22,0.003954,0.062881,0.223656,0.004405,0.06637,230,0.921670341
254,0.21,0.00399,0.063166,0.213171,0.004405,0.06637,230,0.895822095
255,0.15,0.004173,0.064599,0.15114,0.004405,0.06637,230,0.626108586
256,0.31,0.003568,0.059733,0.320545,0.004405,0.06637,230,0.998006205
257,-0.17,0.004118,0.064172,-0.171667,0.004405,0.06637,230,0.736130081
258,0.1,0.006534,0.080833,0.100335,0.006757,0.082201,151,0.231532289
259,0.07,0.006601,0.081247,0.070115,0.006757,0.082201,151,0.136995211
260,0.31,0.005447,0.073804,0.320545,0.006757,0.082201,151,0.974489596
261,0.03,0.006655,0.081578,0.030009,0.006757,0.082201,151,0.065381688
262,0.11,0.006506,0.08066,0.110447,0.006757,0.082201,151,0.27048434
263,0.18,0.006242,0.079006,0.181983,0.006757,0.082201,151,0.602715498
264,0.02,0.006661,0.081615,0.020003,0.006757,0.082201,151,0.056741797
265,-0.01,0.005493,0.074115,-0.01,0.005556,0.074539,183,0.051986397
266,-0.01,0.005493,0.074115,-0.01,0.005556,0.074539,183,0.051986397
267,0.14,0.005281,0.07267,0.140926,0.005556,0.074539,183,0.474209473
268,0.26,0.004777,0.069116,0.266108,0.005556,0.074539,183,0.94728608
269,0.07,0.005441,0.073763,0.070115,0.005556,0.074539,183,0.156313195
270,-0.03,0.005485,0.074061,-0.030009,0.005556,0.074539,183,0.068764959
271,0,0.005495,0.074128,0,0.005556,0.074539,183,0.049912636
272,0.45,0.001083,0.032909,0.4847,0.001709,0.04134,588,1
273,0.37,0.001269,0.035623,0.388423,0.001709,0.04134,588,1
274,0.19,0.001583,0.039787,0.192337,0.001709,0.04134,588,0.996488297
275,0.16,0.001617,0.040212,0.161387,0.001709,0.04134,588,0.974203987
276,0.04,0.001698,0.041207,0.040021,0.001709,0.04134,588,0.162448803
277,0.13,0.001646,0.040571,0.13074,0.001709,0.04134,588,0.885832071
278,0.127061,0.005595,0.0748,0.127751,0.005848,0.076472,174,0.387814544
279,0.209506,0.005284,0.072691,0.212654,0.005848,0.076472,174,0.796162233
280,0.07,0.004627,0.068022,0.070115,0.004717,0.06868,215,0.175716368
281,0.04,0.004658,0.06825,0.040021,0.004717,0.06868,215,0.089799137
282,-0.05,0.00465,0.068191,-0.050042,0.004717,0.06868,215,0.112858614
283,0.15,0.004465,0.066821,0.15114,0.004717,0.06868,215,0.596841389
284,0.11,0.00456,0.067528,0.110447,0.004717,0.06868,215,0.363823742
285,-0.01,0.002141,0.046271,-0.01,0.002151,0.046379,468,0.055319003
286,0.07,0.00212,0.046043,0.070115,0.002151,0.046379,468,0.327803038
287,0.03,0.002137,0.046228,0.030009,0.002151,0.046379,468,0.099236243
288,0.06,0.002126,0.046109,0.060072,0.002151,0.046379,468,0.254073084
289,0.12919,0.00201,0.044833,0.129916,0.00211,0.045935,477,0.808171421
290,0.133891,0.002004,0.044766,0.1347,0.00211,0.045935,477,0.835327594
291,0.105563,0.002039,0.045155,0.105957,0.00211,0.045935,477,0.636474955
292,0.12919,0.00201,0.044833,0.129916,0.00211,0.045935,477,0.808171421
293,0.16,0.003465,0.058864,0.161387,0.003676,0.06063,275,0.759911036
294,0.15,0.003487,0.059051,0.15114,0.003676,0.06063,275,0.704274951
295,0.17,0.003442,0.058669,0.171667,0.003676,0.06063,275,0.809445822
296,0.07,0.003614,0.060117,0.070115,0.003676,0.06063,275,0.212185481
297,0.13,0.003527,0.059389,0.13074,0.003676,0.06063,275,0.579148323
298,0.117,0.001782,0.042214,0.117538,0.001838,0.042872,547,0.783400453
299,0.149,0.001748,0.041809,0.150118,0.001835,0.042837,548,0.939128079
300,0.209,0.001669,0.040853,0.212125,0.001832,0.042802,549,0.998654091
301,0.329119,0.006243,0.079013,0.34184,0.008475,0.09206,121,0.96139727
302,-0.138233,0.008998,0.094858,-0.139124,0.009709,0.098534,106,0.294058701
303,0.184543,0.00759,0.087121,0.186682,0.008475,0.09206,121,0.529981893
304,0.0668,0.009331,0.096597,0.0669,0.009709,0.098534,106,0.10454047
305,-0.056933,0.008199,0.090548,-0.056995,0.008475,0.09206,121,0.095121247
306,-0.493379,0.004796,0.069253,-0.540517,0.009709,0.098534,106,0.999806092
307,0.34,0.000582,0.024125,0.354093,0.000745,0.027295,1346,1
308,-0.14,0.004161,0.064506,-0.140926,0.004367,0.066083,232,0.570118249
309,0.173205,0.000787,0.028054,0.174969,0.000838,0.028948,1196,0.999978039
310,0.140954,0.001615,0.040187,0.141899,0.001686,0.041061,596,0.932953049
311,0.428,0.002224,0.047159,0.457446,0.003356,0.057931,301,0.999999999
312,0.29,0.002796,0.052877,0.298566,0.003356,0.057931,301,0.99931756
313,0.31,0.002723,0.052182,0.320545,0.003356,0.057931,301,0.999829494
314,0.557,0.002719,0.052144,0.628473,0.00578,0.076026,176,1
315,0.377,0.004205,0.064846,0.396558,0.00578,0.076026,176,0.999460991
316,0.295,0.004763,0.069014,0.304034,0.00578,0.076026,176,0.979783048
317,0.241,0.00507,0.071204,0.245836,0.00578,0.076026,176,0.900039553
318,0.422,0.00386,0.062129,0.450123,0.00578,0.076026,176,0.999964893
319,0.286,0.004818,0.069412,0.294204,0.00578,0.076026,176,0.972549696
320,0.21,0.006768,0.082268,0.213171,0.007519,0.086712,136,0.693721322
321,0.01,0.007406,0.086058,0.01,0.007519,0.086712,136,0.051416792
322,0.23,0.006644,0.081511,0.234189,0.007519,0.086712,136,0.773271714
323,0.2,0.006827,0.082626,0.202733,0.007519,0.086712,136,0.650111674
324,0.2,0.006827,0.082626,0.202733,0.007519,0.086712,136,0.650111674
325,0.06,0.007354,0.085755,0.060072,0.007519,0.086712,136,0.106774519
326,0.175982,0.004815,0.06939,0.177833,0.005181,0.071979,196,0.697127751
327,0.118492,0.003251,0.057018,0.119051,0.003367,0.058026,300,0.537747671
328,-0.061947,0.02252,0.150067,-0.062026,0.02439,0.156173,44,0.068253318
329,0.060108,0.017702,0.133049,0.060181,0.018868,0.137361,56,0.072318218
330,0.20559,0.0143,0.119583,0.208563,0.016667,0.129101,63,0.369447108
331,0.132246,0.012441,0.111539,0.133025,0.013514,0.11625,77,0.209917543
332,0.26,0.009151,0.095661,0.266108,0.010753,0.103697,96,0.731738068
333,0.235721,0.007226,0.085006,0.240238,0.008547,0.09245,120,0.741570703
334,0.22,0.000657,0.025632,0.223656,0.000727,0.026963,1379,1
335,0.04,0.000923,0.030381,0.040021,0.000928,0.030463,1081,0.259841624
336,0.006356,0.006097,0.078083,0.006356,0.006211,0.07881,164,0.050651667
337,-0.039266,0.006074,0.077936,-0.039286,0.006211,0.07881,164,0.078968525
338,-0.025751,0.006088,0.078026,-0.025757,0.006211,0.07881,164,0.062287425
339,0.018367,0.006092,0.078051,0.018369,0.006211,0.07881,164,0.056179796
340,0.056442,0.00605,0.077782,0.056502,0.006211,0.07881,164,0.110860975
341,-0.033851,0.00608,0.077974,-0.033864,0.006211,0.07881,164,0.071416659
342,0.27,0.000573,0.023937,0.276864,0.000668,0.025846,1500,1
343,0.3,0.000552,0.023495,0.30952,0.000668,0.025846,1500,1
344,0.085848,0.00122,0.034928,0.08606,0.001003,0.03167,1000,0.775961799
345,0.085919,0.001227,0.035029,0.086131,0.001003,0.03167,1000,0.776637251
346,0.140343,0.001168,0.034176,0.141275,0.001003,0.03167,1000,0.993841544
347,0.080907,0.00126,0.035496,0.081085,0.001003,0.03167,1000,0.72622854
348,0.077762,0.001496,0.038678,0.077919,0.001003,0.03167,1000,0.691978988
349,0.131699,6.00E-04,0.024495,0.132469,0.000513,0.02265,1951,0.999949485
350,0.098993,0.000611,0.024718,0.099318,0.000513,0.02265,1951,0.992337636
351,0.027314,0.000773,0.027803,0.027321,0.000513,0.02265,1951,0.226229775
